quarter,syn_deals_total,syn_deals_term,syn_deals_commit,syn_amount_total,syn_amount_term,syn_amount_commit,syn_outstanding_total,syn_outstanding_term,syn_outstanding_commit,perf_n_total,perf_n_sale,perf_n_trust,perf_n_participation,perf_amt_total,perf_amt_sale,perf_amt_trust,perf_amt_participation,nperf_n_total,nperf_n_sale,nperf_n_trust,nperf_n_participation,nperf_amt_total,nperf_amt_sale,nperf_amt_trust,nperf_amt_participation,syn_deals_term_listed,syn_deals_term_private,syn_deals_commit_listed,syn_deals_commit_private,syn_amt_term_listed,syn_amt_term_private,syn_amt_commit_listed,syn_amt_commit_private,syn_out_term_listed,syn_out_term_private,syn_out_commit_listed,syn_out_commit_private,perf_n_to_fi,perf_n_to_spc,perf_amt_to_fi,perf_amt_to_spc,date,year,qnum,t,share_term,share_commit,share_private,share_listed,trans_n_total,trans_amt_total,perf_spc_share,syn_avg_size,perf_avg_size,ln_syn_deals_total,ln_syn_deals_term,ln_syn_deals_commit,ln_syn_amount_total,ln_syn_amount_term,ln_syn_amount_commit,ln_syn_outstanding_total,ln_perf_n_total,ln_perf_amt_total,ln_nperf_n_total,ln_nperf_amt_total,ln_trans_n_total,ln_trans_amt_total,ln_syn_deals_term_listed,ln_syn_deals_term_private,ln_syn_amt_term_listed,ln_syn_amt_term_private,ln_syn_avg_size,ln_perf_avg_size,post,transition,post_incl_trans,Q1,Q2,Q3,Q4,t_post
2017.Ⅳ,573.0,353.0,220.0,81143.0,58469.0,22674.0,765810.0,561815.0,203995.0,546.0,533.0,1.0,12.0,4203.0,3613.0,36.0,554.0,85.0,85.0,0.0,0.0,473.0,473.0,0.0,0.0,109.0,244.0,89.0,131.0,38730.0,19739.0,19487.0,3187.0,298985.0,262830.0,166250.0,37745.0,236.0,0.0,3583.0,0.0,2017-10-01,2017,4,58,0.7205673933672652,0.2794326066327348,0.2825382349678962,0.7174617650321038,631.0,4676.0,0.0,141.6108202443281,7.697802197802198,6.35088571671474,5.8664680569332965,5.393627546352362,11.303968309209806,10.976251978235707,10.028974172577543,13.548689376179823,6.302618975744905,8.343553835005117,4.442651256490317,6.159095388491933,6.447305862541213,8.450198322591959,4.6913478822291435,5.497168225293202,10.564369772508797,9.890351653142988,4.953082592495066,2.040934859260212,0,0,0,0,0,0,1,0
2018.Ⅰ,1270.0,741.0,529.0,106155.0,55286.0,50869.0,775364.0,568520.0,206844.0,443.0,398.0,13.0,32.0,8796.0,7555.0,767.0,474.0,793.0,793.0,0.0,0.0,1053.0,1053.0,0.0,0.0,213.0,528.0,165.0,364.0,20887.0,34399.0,40413.0,10456.0,298994.0,269526.0,169201.0,37643.0,390.0,0.0,7411.0,0.0,2018-01-01,2018,1,59,0.5208044840092317,0.4791955159907682,0.4225425085959211,0.577457491404079,1236.0,9849.0,0.0,83.58661417322834,19.85553047404063,7.146772179452637,6.608000625296087,6.270988431858299,11.572655569177995,10.920274990901907,10.83700897967195,13.561087875490925,6.093569770045136,9.082052351674651,6.675823221634848,6.959398512133975,7.119635638017636,9.195125206169703,5.3612921657094255,6.269096283706261,9.946882234855318,10.445782773171514,4.4258833897253576,2.988482581629516,0,0,0,1,0,0,0,0
2018.Ⅱ,355.0,213.0,142.0,43084.0,26621.0,16463.0,776934.0,579504.0,197430.0,210.0,202.0,1.0,7.0,3720.0,3421.0,42.0,257.0,95.0,95.0,0.0,0.0,537.0,537.0,0.0,0.0,68.0,145.0,46.0,96.0,4646.0,21975.0,11914.0,4549.0,300274.0,279230.0,159039.0,38391.0,196.0,0.0,3334.0,0.0,2018-04-01,2018,2,60,0.6178859901587597,0.3821140098412404,0.6156345743199332,0.3843654256800668,305.0,4257.0,0.0,121.36338028169014,17.714285714285715,5.872117789475416,5.3612921657094255,4.955827057601261,10.670906977470661,10.189455656983572,9.708870717648022,13.56311068365706,5.3471075307174685,8.221478947267192,4.553876891600541,6.285998094508865,5.720311776607412,8.356319965828153,4.219507705176107,4.976733742420574,8.443761913330354,9.997660722553377,4.798789187995245,2.8743714165497236,0,0,0,0,1,0,0,0
2018.Ⅲ,937.0,529.0,408.0,74042.0,46760.0,27282.0,782898.0,581812.0,201086.0,287.0,260.0,13.0,14.0,6086.0,5246.0,579.0,261.0,328.0,328.0,0.0,0.0,478.0,478.0,0.0,0.0,131.0,398.0,125.0,283.0,10635.0,36125.0,20513.0,6769.0,284086.0,297726.0,162000.0,39086.0,257.0,0.0,5213.0,0.0,2018-07-01,2018,3,61,0.6315334539855757,0.36846654601442425,0.5793198454930986,0.4206801545069015,615.0,6564.0,0.0,79.02027748132338,21.205574912891986,6.842683282238422,6.270988431858299,6.0112671744041615,11.21238777874832,10.752783415586006,10.213982423053066,13.570757698288068,5.659482215759621,8.713746330456916,5.793013608384144,6.169610732491456,6.421622267806518,8.789355452209982,4.875197323201151,5.986452005284438,9.271905727634337,10.494740425414733,4.369704496509899,3.054264114697295,0,0,0,0,0,1,0,0
2018.Ⅳ,544.0,344.0,200.0,63159.0,42996.0,20163.0,786693.0,587532.0,199161.0,221.0,203.0,2.0,16.0,10136.0,9234.0,100.0,802.0,135.0,134.0,0.0,1.0,744.0,729.0,0.0,15.0,76.0,268.0,66.0,134.0,24564.0,18432.0,16231.0,3932.0,300386.0,287146.0,159953.0,39208.0,199.0,0.0,9206.0,0.0,2018-10-01,2018,4,62,0.6807580867334821,0.31924191326651785,0.3540904700834402,0.6459095299165598,356.0,10880.0,0.0,116.10110294117646,45.86425339366516,6.298949246855942,5.840641657373398,5.298317366548036,11.053410635438665,10.668862367092954,9.911604520638075,13.575593362349693,5.3981627015177525,9.223848722000975,4.90527477843843,6.612041034833092,5.87493073085203,9.294681520409934,4.330733340286331,5.5909869805108565,10.10903723544929,9.821843563495618,4.7544613885827225,3.8256860204832224,0,0,0,0,0,0,1,0
2019.Ⅰ,1268.0,757.0,511.0,119341.0,73490.0,45851.0,813395.0,608480.0,204915.0,452.0,423.0,11.0,18.0,13234.0,11516.0,931.0,787.0,647.0,646.0,0.0,1.0,1095.0,1091.0,0.0,4.0,216.0,541.0,147.0,364.0,34197.0,39293.0,34713.0,11138.0,312040.0,296440.0,163570.0,41345.0,402.0,0.0,11474.0,0.0,2019-01-01,2019,1,63,0.6157984263580831,0.38420157364191687,0.4225789963214654,0.5774210036785347,1099.0,14329.0,0.0,94.11750788643533,29.278761061946902,7.145196134997171,6.6293632534374485,6.236369590203704,11.68974022046111,11.204904621522918,10.733152287697589,13.60897212539924,6.113682179832232,9.490544554572004,6.472346294500901,6.9985096422506015,7.002155954403621,9.570040734716603,5.375278407684165,6.293419278846481,10.439893199904889,10.578801664944281,4.544544085463938,3.3768623747397735,0,0,0,1,0,0,0,0
2019.Ⅱ,339.0,197.0,142.0,54490.0,32322.0,22168.0,823213.0,619021.0,204192.0,246.0,215.0,3.0,28.0,5475.0,4536.0,37.0,902.0,53.0,52.0,0.0,1.0,106.0,96.0,0.0,10.0,56.0,141.0,43.0,99.0,5030.0,27292.0,18140.0,4028.0,307120.0,311901.0,161916.0,42276.0,212.0,0.0,4510.0,0.0,2019-04-01,2019,2,64,0.5931730592769315,0.40682694072306846,0.5747843641035052,0.42521563589649475,299.0,5581.0,0.0,160.73746312684366,22.25609756097561,5.82600010738045,5.2832037287379885,4.955827057601261,10.905772477577145,10.383503391908588,10.006405086542815,13.620970255408382,5.5053315359323625,8.607947554684701,3.970291913552122,4.663439094112067,5.700443573390687,8.627123250788433,4.02535169073515,4.948759890378168,8.523175263093785,10.214348897935315,5.079772370196694,3.102616018752339,0,0,0,0,1,0,0,0
2019.Ⅲ,849.0,494.0,355.0,74625.0,38124.0,36501.0,827320.0,615917.0,211403.0,388.0,341.0,16.0,31.0,12966.0,11621.0,264.0,1081.0,505.0,505.0,0.0,0.0,497.0,497.0,0.0,0.0,143.0,351.0,118.0,237.0,15729.0,22394.0,28319.0,8182.0,292513.0,323406.0,168562.0,42841.0,338.0,0.0,11581.0,0.0,2019-07-01,2019,3,65,0.5108743718592965,0.48912562814070354,0.4097286432160804,0.5902579564489112,893.0,13463.0,0.0,87.89752650176679,33.41752577319588,6.744059186311348,6.202535517187923,5.872117789475416,11.220230850694904,10.548599284057516,10.505094936455558,13.62594683991326,5.961005339623274,9.470085825734941,6.22455842927536,6.208590026096629,6.794586580876499,9.507700460979235,4.962844630259907,5.860786223465865,9.663261421240643,10.016548344820142,4.476171664383556,3.5090804861116673,0,0,0,0,0,1,0,0
2019.Ⅳ,526.0,332.0,194.0,58007.0,41204.0,16803.0,845466.0,633929.0,211537.0,301.0,272.0,12.0,17.0,10611.0,9436.0,127.0,1048.0,228.0,228.0,0.0,0.0,230.0,230.0,0.0,0.0,92.0,240.0,59.0,135.0,19552.0,21652.0,13092.0,3711.0,303165.0,330764.0,167546.0,43991.0,266.0,1.0,9221.0,146.0,2019-10-01,2019,4,66,0.7103280638543624,0.2896719361456376,0.437240333063251,0.5627596669367491,529.0,10841.0,0.0033222591362126247,110.27946768060836,35.25249169435216,6.26530121273771,5.805134968916488,5.267858159063328,10.968318971901319,10.626290618003583,9.729312720877942,13.647643233620432,5.707110264748875,9.269646477873591,5.429345628954441,5.438079308923196,6.270988431858299,9.291090521661292,4.5217885770490405,5.480638923341991,9.880832861971323,9.982853107916869,4.703017759163608,3.5625362131247145,0,0,0,0,0,0,1,0
2020.Ⅰ,1250.0,746.0,504.0,110613.0,60186.0,50427.0,854855.0,643369.0,211486.0,561.0,492.0,10.0,59.0,10422.0,8023.0,333.0,2066.0,849.0,849.0,0.0,0.0,988.0,988.0,0.0,0.0,177.0,569.0,139.0,365.0,17322.0,42866.0,42205.0,8222.0,305591.0,337777.0,166719.0,44767.0,491.0,0.0,7973.0,0.0,2020-01-01,2020,1,67,0.5441132597434298,0.4558867402565702,0.46186252972073805,0.5381555513366422,1410.0,11410.0,0.0,88.4904,18.577540106951872,7.1308988302963465,6.61472560020376,6.222576268071369,11.613792901850168,11.00519504611154,10.828282024901505,13.658687142893504,6.329720905522696,9.25167423546916,6.744059186311348,6.895682697747868,7.251344983372214,9.342245442856122,5.176149732573829,6.343880434126331,9.75973264889099,10.665834249897078,4.482894071553821,2.9219533299464637,0,0,0,1,0,0,0,0
2020.Ⅱ,397.0,198.0,199.0,90279.0,45615.0,44664.0,914298.0,665309.0,248989.0,231.0,220.0,1.0,10.0,8890.0,7984.0,72.0,834.0,120.0,120.0,0.0,0.0,131.0,131.0,0.0,0.0,86.0,112.0,92.0,107.0,27268.0,18347.0,38983.0,5681.0,320219.0,345093.0,200403.0,48586.0,219.0,0.0,7979.0,0.0,2020-04-01,2020,2,68,0.505267005615924,0.49473299438407603,0.2661527043941559,0.733847295605844,351.0,9021.0,0.0,227.4030226700252,38.484848484848484,5.983936280687191,5.288267030694535,5.293304824724492,11.410660154219704,10.727991888779576,10.706923086990196,13.725911836684304,5.442417710521793,9.09268232850795,4.787491742782046,4.875197323201151,5.860786223465865,9.107310471656639,4.454347296253507,4.718498871295094,10.213469132482675,9.81722135237872,5.426723873532514,3.650264617986157,0,0,0,0,1,0,0,0
2020.Ⅲ,743.0,374.0,369.0,78119.0,37684.0,40435.0,922897.0,662725.0,260172.0,228.0,202.0,2.0,24.0,8686.0,7470.0,25.0,1191.0,548.0,534.0,14.0,0.0,286.0,268.0,18.0,0.0,100.0,274.0,139.0,230.0,17116.0,20568.0,33308.0,7128.0,314567.0,348157.0,211052.0,49119.0,200.0,0.0,7446.0,0.0,2020-07-01,2020,3,69,0.48239224772462524,0.5176077522753747,0.35453602836697856,0.6454767726161369,776.0,8972.0,0.0,105.1399730820996,38.09649122807018,6.610696044717759,5.924255797414532,5.910796644040527,11.265988584089431,10.536990880168558,10.607451025529922,13.735272914625348,5.429345628954441,9.069467813094768,6.306275286948016,5.655991810819852,6.654152520183219,9.101863895640099,4.605170185988092,5.6131281063880705,9.747768977536708,9.931491748945726,4.655292539371673,3.6401221841403264,0,0,0,0,0,1,0,0
2020.Ⅳ,578.0,357.0,221.0,66347.0,43912.0,22435.0,943854.0,680206.0,263648.0,209.0,189.0,1.0,19.0,8621.0,7386.0,85.0,1150.0,191.0,178.0,13.0,0.0,169.0,168.0,1.0,0.0,107.0,250.0,77.0,144.0,18680.0,25232.0,17767.0,4668.0,326685.0,353525.0,213714.0,49935.0,187.0,0.0,7233.0,0.0,2020-10-01,2020,4,70,0.6618535879542405,0.3381464120457594,0.45066091910711864,0.5493390808928814,400.0,8790.0,0.0,114.78719723183391,41.248803827751196,6.359573868672378,5.877735781779639,5.3981627015177525,11.102653823967977,10.689942910229725,10.018377518410084,13.75772677214944,5.342334251964811,9.061956366209925,5.25227342804663,5.1298987149230735,5.991464547107982,9.081369990679223,4.672828834461906,5.521460917862246,9.835208711782833,10.13586830920282,4.7430799552956,3.719622114245114,0,0,0,0,0,0,1,0
2021.Ⅰ,1204.0,692.0,512.0,101066.0,60874.0,40192.0,940846.0,683528.0,257318.0,475.0,446.0,9.0,20.0,12865.0,11000.0,819.0,1046.0,746.0,745.0,0.0,1.0,1037.0,1036.0,0.0,1.0,178.0,514.0,148.0,364.0,20515.0,40360.0,29391.0,10801.0,322040.0,361489.0,206561.0,50759.0,441.0,0.0,10754.0,0.0,2021-01-01,2021,1,71,0.602319276512378,0.39768072348762196,0.5062137613044941,0.49379613321987614,1221.0,13902.0,0.0,83.94186046511628,27.08421052631579,7.093404625868766,6.539585955617669,6.238324625039508,11.523529047754419,11.016561433145242,10.60142324982787,13.754534749489023,6.163314804034641,9.462265724715845,6.61472560020376,6.9440872082295275,7.107425474110705,9.53978799366043,5.181783550292085,6.2422232654551655,9.928911604876287,10.605594474467546,4.430124421885654,3.2989509206812033,0,0,0,1,0,0,0,0
2021.Ⅱ,381.0,207.0,174.0,47843.0,24450.0,23393.0,920888.0,678971.0,241917.0,188.0,172.0,5.0,11.0,8911.0,7690.0,211.0,1010.0,146.0,146.0,0.0,0.0,299.0,299.0,0.0,0.0,59.0,148.0,63.0,111.0,4480.0,19971.0,19128.0,4265.0,318895.0,360077.0,191705.0,50214.0,171.0,0.0,7671.0,0.0,2021-04-01,2021,2,72,0.5110465480843592,0.48895345191564077,0.5065735844324144,0.4934473172668938,334.0,9210.0,0.0,125.57217847769029,47.398936170212764,5.942799375126701,5.332718793265369,5.159055299214529,10.775680095688484,10.104385494903019,10.060192111293768,13.73309370089375,5.236441962829949,9.09504174761272,4.983606621708336,5.700443573390687,5.811140992976701,9.128045129249353,4.07753744390572,4.997212273764115,8.40737832540903,9.902036500268814,4.832880720561784,3.8585997847827707,0,0,0,0,1,0,0,0
2021.Ⅲ,814.0,470.0,344.0,94903.0,55801.0,39102.0,936745.0,689789.0,246956.0,335.0,313.0,8.0,14.0,10624.0,9394.0,314.0,916.0,644.0,642.0,0.0,2.0,794.0,758.0,0.0,36.0,118.0,352.0,118.0,226.0,16715.0,39088.0,31790.0,7313.0,320618.0,369170.0,193771.0,53187.0,309.0,0.0,9180.0,0.0,2021-07-01,2021,3,73,0.5879793051852945,0.41202069481470555,0.48893080303046266,0.5111008081936292,979.0,11418.0,0.0,116.58845208845209,31.713432835820896,6.70196036600254,6.152732694704104,5.840641657373398,11.460610596321757,10.929547069355774,10.573928895560435,13.750166379038273,5.814130531825066,9.270870871716214,6.467698726104354,6.677083461247136,6.88653164253051,9.342946336524205,4.770684624465665,5.863631175598097,9.7240617988542,10.573570793497522,4.758650230319216,3.4567403398911485,0,0,0,0,0,1,0,0
2021.Ⅳ,567.0,352.0,215.0,60760.0,37186.0,23574.0,935442.0,687652.0,247790.0,195.0,171.0,7.0,17.0,10150.0,8762.0,374.0,1014.0,165.0,165.0,0.0,0.0,273.0,273.0,0.0,0.0,95.0,257.0,66.0,149.0,10276.0,26910.0,17958.0,5616.0,311194.0,376462.0,194299.0,53491.0,168.0,0.0,8666.0,0.0,2021-10-01,2021,4,74,0.6120144832126398,0.3879855167873601,0.535319289005925,0.46468071099407504,360.0,10423.0,0.0,107.1604938271605,52.05128205128205,6.340359303727752,5.863631175598097,5.3706380281276624,11.01468695670971,10.523687625340008,10.067899688786515,13.748774423843216,5.272999558563747,9.225228984469933,5.10594547390058,5.60947179518496,5.886104031450156,9.251770181739323,4.553876891600541,5.54907608489522,9.237566358229774,10.200253243720951,4.674327652981957,3.9522294259061868,0,0,0,0,0,0,1,0
2022.Ⅰ,1230.0,725.0,505.0,111566.0,65970.0,45596.0,1066064.0,758170.0,307894.0,545.0,519.0,10.0,16.0,13445.0,11220.0,1332.0,893.0,874.0,872.0,0.0,2.0,1481.0,1440.0,0.0,41.0,177.0,548.0,139.0,366.0,15758.0,50212.0,29528.0,16068.0,311328.0,446841.0,230718.0,77176.0,513.0,3.0,11173.0,20.0,2022-01-01,2022,1,75,0.5913091802161949,0.4086908197838051,0.5940878045282613,0.4059121954717387,1419.0,14926.0,0.005504587155963303,90.7040650406504,24.6697247706422,7.114769448366463,6.586171654854675,6.22455842927536,11.622371623013008,11.096955372216916,10.727575272356669,13.8794839194292,6.300785794663244,9.506362568702965,6.773080375655535,7.300472814267799,7.257707677160043,9.610859937691332,5.176149732573829,6.306275286948016,9.665103451805633,10.8240093209381,4.507602174646544,3.205576774039721,0,0,0,1,0,0,0,0
2022.Ⅱ,406.0,229.0,177.0,43050.0,18786.0,24264.0,944337.0,693350.0,250987.0,257.0,243.0,1.0,13.0,8208.0,7258.0,144.0,806.0,280.0,280.0,0.0,0.0,544.0,544.0,0.0,0.0,71.0,158.0,60.0,117.0,4854.0,13933.0,21077.0,3187.0,309501.0,383850.0,198094.0,52893.0,241.0,0.0,7243.0,0.0,2022-04-01,2022,2,76,0.43637630662020904,0.5636236933797909,0.3976771196283391,0.6023461091753775,537.0,8752.0,0.0,106.03448275862068,31.93774319066148,6.0063531596017325,5.43372200355424,5.176149732573829,10.670117509855876,9.84086719055446,10.096749049368418,13.758238372946748,5.54907608489522,9.012864567410551,5.634789603169249,6.298949246855942,6.285998094508865,9.077037524661762,4.2626798770413155,5.062595033026967,8.487558386286548,9.542015406113592,4.663764350254144,3.463788482515331,0,0,0,0,1,0,0,0
2022.Ⅲ,845.0,494.0,351.0,85387.0,45204.0,40183.0,947853.0,698688.0,249165.0,359.0,338.0,2.0,19.0,7536.0,6676.0,153.0,707.0,512.0,511.0,0.0,1.0,853.0,851.0,0.0,2.0,157.0,337.0,129.0,222.0,23345.0,21859.0,31997.0,8187.0,312922.0,385768.0,196666.0,52499.0,329.0,8.0,6541.0,51.0,2022-07-01,2022,3,77,0.5294014311312026,0.47059856886879736,0.35188026280347123,0.6481314485811658,871.0,8389.0,0.022284122562674095,101.04970414201183,20.991643454038996,6.739336627357174,6.202535517187923,5.860786223465865,11.35494914336493,10.71894085748004,10.601199299593652,13.761954705922465,5.883322388488279,8.927446816256198,6.238324625039508,6.748759547491679,6.769641976852503,9.034676602846295,5.056245805348308,5.820082930352362,10.058138107405037,9.992368015030003,4.615612516007757,3.0441244277679202,0,0,0,0,0,1,0,0
2022.Ⅳ,582.0,352.0,230.0,66616.0,42655.0,23961.0,962066.0,712436.0,249630.0,264.0,248.0,7.0,9.0,8235.0,6821.0,486.0,928.0,147.0,147.0,0.0,0.0,1996.0,1996.0,0.0,0.0,114.0,238.0,57.0,173.0,17469.0,25186.0,15127.0,8834.0,320162.0,392276.0,196154.0,53476.0,247.0,0.0,6771.0,0.0,2022-10-01,2022,4,78,0.6403116368440014,0.35968836315599856,0.5106881229734598,0.48931187702654017,411.0,10231.0,0.0,114.46048109965636,31.193181818181817,6.366470447731438,5.863631175598097,5.438079308923196,11.106700067915655,10.660899779342795,10.0841827875855,13.776838334363093,5.575949103146316,9.016148642611741,4.990432586778736,7.59890045687141,6.018593214496234,9.23317760587894,4.736198448394496,5.472270673671475,9.76818316050523,10.134043563565792,4.740229620184217,3.4401995394654246,0,0,0,0,0,0,1,0
2023.Ⅰ,1261.0,744.0,517.0,123404.0,78279.0,45125.0,986881.0,733080.0,253801.0,546.0,496.0,34.0,16.0,10797.0,6731.0,3391.0,675.0,649.0,649.0,0.0,0.0,1145.0,1145.0,0.0,0.0,229.0,515.0,139.0,378.0,30101.0,48178.0,35176.0,9949.0,325009.0,408071.0,197694.0,56107.0,491.0,0.0,6535.0,0.0,2023-01-01,2023,1,79,0.6343311399954621,0.36566886000453797,0.4710301124760948,0.5289698875239052,1195.0,11942.0,0.0,97.8620142743854,19.774725274725274,7.13966033596492,6.612041034833092,6.248042874508429,11.72321880483893,11.268034646773332,10.717191695635183,13.802304743770902,6.302618975744905,9.28702359674714,6.47543271670409,7.0431599159883405,7.085901464365611,9.387816877106937,5.43372200355424,6.244166900663736,10.31231367277647,10.782657764306842,4.583558468874012,2.9844046210022355,0,0,0,1,0,0,0,0
2023.Ⅱ,445.0,263.0,182.0,60543.0,38292.0,22251.0,1001434.0,751332.0,250102.0,216.0,206.0,4.0,6.0,5876.0,4868.0,312.0,696.0,145.0,144.0,0.0,1.0,609.0,608.0,0.0,1.0,68.0,195.0,51.0,131.0,13545.0,24748.0,19064.0,3187.0,328149.0,423184.0,194260.0,55842.0,202.0,0.0,4804.0,0.0,2023-04-01,2023,2,80,0.6324760913730737,0.3675239086269263,0.46140759460218356,0.5386089225839485,361.0,6485.0,0.0,136.05168539325842,27.203703703703702,6.09807428216624,5.572154032177765,5.204006687076795,11.011109135361826,10.552996276066244,10.010142230404668,13.816943530768157,5.375278407684165,8.678631537293768,4.976733742420574,6.411818267709897,5.8888779583328805,8.777247096750544,4.219507705176107,5.272999558563747,9.513772754519195,10.116499956650879,4.913034853195585,3.303353129609603,0,0,0,0,1,0,0,0
2023.Ⅲ,823.0,487.0,336.0,94017.0,55224.0,38793.0,1012135.0,764118.0,248017.0,355.0,327.0,19.0,9.0,6215.0,5543.0,524.0,148.0,447.0,446.0,0.0,1.0,581.0,580.0,0.0,1.0,149.0,338.0,117.0,219.0,18579.0,36646.0,26728.0,12064.0,328290.0,435830.0,189253.0,58764.0,323.0,0.0,5466.0,0.0,2023-07-01,2023,3,81,0.5873831328376783,0.4126168671623217,0.5180977908250636,0.4819022091749364,802.0,6796.0,0.0,114.23693803159173,17.507042253521128,6.71295620067707,6.18826412308259,5.817111159963204,11.451230895964388,10.919152920383311,10.565995096963961,13.827572519142151,5.872117789475416,8.734721003944811,6.102558594613569,6.364750756851911,6.687108607866515,8.824089482791823,5.003946305945459,5.823045895483019,9.82978718960617,10.50905956084012,4.738274695287319,2.8626032144693956,0,0,0,0,0,1,0,0
2023.Ⅳ,564.0,354.0,210.0,70997.0,42285.0,28712.0,1034890.0,781467.0,253423.0,259.0,244.0,11.0,4.0,8822.0,7806.0,963.0,53.0,179.0,179.0,0.0,0.0,755.0,755.0,0.0,0.0,116.0,238.0,77.0,133.0,13592.0,28693.0,23691.0,5022.0,332977.0,448491.0,193149.0,60274.0,242.0,0.0,7788.0,0.0,2023-10-01,2023,4,82,0.5955885459949012,0.4044114540050988,0.4748792202487429,0.5251348648534445,438.0,9577.0,0.0,125.88120567375887,34.061776061776065,6.335054251498059,5.869296913133774,5.3471075307174685,11.17039290160962,10.652187692216323,10.265070432827443,13.84980569884023,5.556828061699537,9.085003880664885,5.187385805840755,6.626717749249025,6.082218910376446,9.16711966952162,4.7535901911063645,5.472270673671475,9.517236663351769,10.264408469559651,4.835338650111562,3.5281758189653476,0,1,1,0,0,0,1,0
2024.Ⅰ,1277.0,739.0,538.0,127154.0,83116.0,44038.0,1050294.0,797631.0,252663.0,453.0,424.0,18.0,11.0,12220.0,11635.0,472.0,113.0,658.0,658.0,0.0,0.0,825.0,825.0,0.0,0.0,213.0,526.0,141.0,397.0,25869.0,57247.0,29934.0,14104.0,333586.0,464044.0,188667.0,63996.0,411.0,5.0,10973.0,53.0,2024-01-01,2024,1,83,0.6536640609025276,0.34633593909747235,0.5611384620224295,0.4388615379775705,1111.0,13045.0,0.011037527593818985,99.5724353954581,26.975717439293597,7.152268856032539,6.6052979209482015,6.2878585601617845,11.753154229262247,11.327992501419772,10.69280817654473,13.864580682941021,6.115892125483034,9.410829232725586,6.489204931325317,6.715383386334681,7.01301578963963,9.47616019757083,5.3612921657094255,6.26530121273771,10.160800619620435,10.955130518296741,4.600885373229708,3.294937107242552,1,0,1,1,0,0,0,1
2024.Ⅱ,445.0,273.0,172.0,92897.0,64788.0,28109.0,1253082.0,963976.0,289106.0,236.0,218.0,11.0,7.0,6034.0,5519.0,312.0,203.0,102.0,102.0,0.0,0.0,142.0,142.0,0.0,0.0,84.0,189.0,55.0,117.0,23275.0,41513.0,18768.0,9341.0,367288.0,596690.0,211238.0,77868.0,213.0,0.0,5474.0,0.0,2024-04-01,2024,2,84,0.6974175699968783,0.30258243000312174,0.5474234905325253,0.45257650946747474,338.0,6176.0,0.0,208.75730337078653,25.56779661016949,6.09807428216624,5.60947179518496,5.147494476813453,11.439246631492562,11.078875680006288,10.243845088739151,14.04111667467386,5.4638318050256105,8.705165419719007,4.624972813284271,4.955827057601261,5.823045895483019,8.728426091704613,4.430816798843313,5.241747015059643,10.055135102145268,10.633761910177357,5.341172349326323,3.241333614693396,1,0,1,0,1,0,0,2
2024.Ⅲ,767.0,466.0,301.0,92333.0,53593.0,38740.0,1231617.0,976380.0,255237.0,242.0,219.0,16.0,7.0,5105.0,4169.0,829.0,107.0,375.0,375.0,0.0,0.0,864.0,864.0,0.0,0.0,168.0,298.0,98.0,203.0,26494.0,27100.0,29694.0,9046.0,349250.0,627134.0,191686.0,63551.0,218.0,0.0,4166.0,0.0,2024-07-01,2024,3,85,0.5804316983093801,0.4195683016906198,0.3914743374524818,0.6085364929115268,617.0,5969.0,0.0,120.3820078226858,21.09504132231405,6.642486801367256,6.144185634125646,5.707110264748875,11.433156886386547,10.889173741515435,10.564627936960987,14.023838498120071,5.488937726156687,8.537975730598767,5.926926025970411,6.761572768804055,6.424869023905388,8.69433468816865,5.123963979403259,5.697093486505405,10.184673571244208,10.207289006867793,4.79067008501929,3.0490380044420795,1,0,1,0,0,1,0,3
2024.Ⅳ,663.0,415.0,248.0,87766.0,60845.0,26921.0,1264344.0,1005486.0,258858.0,339.0,321.0,12.0,6.0,8678.0,7903.0,695.0,80.0,215.0,214.0,0.0,1.0,1230.0,1198.0,0.0,32.0,117.0,298.0,64.0,184.0,24869.0,35976.0,18234.0,8688.0,361112.0,644374.0,192147.0,66711.0,317.0,0.0,7815.0,0.0,2024-10-01,2024,4,86,0.6932639062962879,0.30673609370371213,0.5088986623521637,0.4911127315817059,554.0,9908.0,0.0,132.37707390648566,25.59882005899705,6.4967749901858625,6.028278520230698,5.5134287461649825,11.382429460889227,11.016084925770901,10.200661930171254,14.050063968561064,5.82600010738045,9.068546366358296,5.3706380281276624,7.114769448366463,6.317164686747284,9.20109779060925,4.762173934797756,5.697093486505405,10.12137732690179,10.490607328450544,4.885654470703365,3.2425462589778458,1,0,1,0,0,0,1,4
2025.Ⅰ,1241.0,755.0,486.0,137876.0,87058.0,50818.0,1290878.0,1023530.0,267348.0,627.0,604.0,11.0,12.0,10175.0,8097.0,1679.0,399.0,613.0,613.0,0.0,0.0,657.0,657.0,0.0,0.0,232.0,523.0,127.0,359.0,33541.0,53518.0,37804.0,13014.0,373199.0,650335.0,198850.0,68498.0,589.0,1.0,7938.0,10.0,2025-01-01,2025,1,87,0.6314224375525834,0.3685775624474165,0.48254953726536887,0.5174577156285358,1240.0,10832.0,0.001594896331738437,111.10072522159548,16.228070175438596,7.123672785204607,6.626717749249025,6.186208623900494,11.83411000947601,11.37432984217988,10.836005901514934,14.07083316497604,6.440946540632921,9.227689010310796,6.418364935936212,6.48768401848461,7.122866658599083,9.290259995152056,5.44673737166631,6.259581464064923,10.420523850078832,10.887773324896092,4.710437224271403,2.786742469677875,1,0,1,1,0,0,0,5
